"hours_studied","attendance","extracurricular_activities","sleep_hours","tutoring_sessions","exam_score"
22,74,"No",4,0,66
15,64,"No",5,2,63
17,81,"Yes",9,1,66
28,69,"No",8,3,67
25,81,"No",9,1,68
21,93,"Yes",9,1,67
12,85,"Yes",6,1,66
21,85,"Yes",6,2,71
26,82,"Yes",7,0,69
18,97,"Yes",8,1,72
28,97,"Yes",9,0,70
28,81,"Yes",10,2,68
30,72,"No",8,1,68
22,78,"Yes",8,2,67
24,67,"No",10,1,62
28,85,"No",7,1,67
23,80,"No",9,1,69
17,64,"Yes",8,3,64
17,68,"Yes",8,2,66
21,79,"Yes",7,2,69
12,96,"No",5,0,70
19,83,"No",8,3,69
27,87,"Yes",8,3,72
7,74,"Yes",6,1,61
29,83,"No",7,2,68
27,78,"No",6,1,68
17,86,"No",6,0,66
23,62,"No",6,5,65
20,80,"Yes",5,2,66
27,72,"No",6,1,67
26,73,"No",8,0,68
12,98,"No",9,1,67
24,67,"Yes",10,0,63
19,72,"No",6,0,64
20,80,"No",9,1,66
16,95,"Yes",8,0,69
30,77,"Yes",7,3,70
26,90,"No",8,3,72
16,94,"No",9,2,71
12,72,"Yes",6,3,63
18,76,"No",6,1,68
23,74,"Yes",6,1,67
21,93,"No",6,2,69
28,62,"No",9,1,65
25,72,"Yes",6,4,69
26,87,"No",6,0,71
22,83,"Yes",7,2,67
12,77,"No",7,2,64
19,82,"Yes",6,2,68
26,68,"Yes",10,1,67
20,77,"No",6,1,62
23,80,"No",7,2,68
18,96,"Yes",4,0,72
14,70,"Yes",7,0,61
19,95,"Yes",5,0,67
22,86,"No",6,0,70
16,61,"Yes",4,1,59
19,89,"Yes",6,0,70
14,61,"No",7,1,60
27,100,"No",7,1,74
18,95,"Yes",6,0,68
29,72,"No",7,0,67
29,70,"No",6,2,67
20,75,"Yes",7,0,66
14,74,"No",7,1,63
7,75,"No",7,1,62
11,73,"Yes",7,3,64
12,85,"Yes",6,3,68
28,67,"No",8,0,65
21,94,"Yes",8,1,71
22,92,"Yes",7,1,68
7,79,"Yes",9,0,62
13,94,"Yes",7,1,68
25,70,"Yes",7,3,68
22,61,"Yes",7,3,67
19,85,"Yes",7,0,67
23,78,"Yes",6,2,70
30,83,"Yes",4,0,69
19,96,"No",7,2,70
20,99,"No",8,1,69
21,85,"Yes",5,1,70
34,91,"No",9,0,72
7,63,"No",5,1,59
24,66,"No",6,0,64
19,89,"Yes",10,0,72
23,77,"Yes",8,0,70
16,78,"No",7,0,63
20,72,"Yes",7,1,66
24,84,"No",9,3,72
39,67,"Yes",5,2,71
25,85,"No",9,1,71
15,67,"Yes",6,3,62
17,63,"Yes",8,1,62
17,73,"No",6,4,64
9,69,"Yes",10,2,65
18,96,"Yes",7,1,68
24,62,"Yes",5,0,67
12,67,"Yes",8,1,61
26,82,"Yes",9,2,68
23,79,"No",9,1,68
16,62,"No",7,1,62
19,60,"No",8,1,62
30,100,"Yes",6,0,74
24,86,"Yes",8,0,68
20,75,"No",8,1,66
19,79,"No",4,1,67
20,71,"No",5,1,65
17,74,"Yes",7,2,66
7,86,"No",7,5,67
32,95,"Yes",7,5,76
21,67,"Yes",7,2,66
22,94,"No",9,1,68
20,65,"Yes",8,2,63
16,69,"Yes",4,4,65
19,61,"No",10,3,63
10,66,"No",4,2,59
34,97,"No",8,2,74
13,78,"Yes",5,2,62
14,63,"Yes",9,3,59
17,98,"Yes",7,0,71
28,95,"No",8,1,73
20,90,"Yes",4,0,68
13,97,"Yes",8,3,68
28,69,"Yes",8,0,66
24,93,"Yes",8,1,69
23,88,"No",8,2,70
24,95,"Yes",7,1,74
34,92,"No",7,0,75
33,74,"Yes",6,2,71
16,91,"Yes",6,2,71
30,70,"No",9,1,65
22,73,"No",6,1,65
23,64,"No",4,2,65
10,97,"No",6,2,67
19,72,"Yes",8,1,67
15,81,"Yes",7,1,67
25,76,"Yes",8,4,71
26,98,"No",4,1,72
8,73,"Yes",4,0,62
20,91,"Yes",7,0,70
27,94,"No",9,0,72
19,77,"Yes",4,0,64
24,75,"Yes",8,1,66
22,90,"Yes",9,0,69
22,97,"No",7,0,71
18,90,"No",8,2,68
13,69,"Yes",7,2,63
13,96,"Yes",7,4,71
24,76,"Yes",8,3,65
20,83,"Yes",10,0,66
19,93,"Yes",6,2,68
17,68,"Yes",7,0,61
18,91,"No",6,2,71
26,84,"Yes",7,0,70
18,96,"No",7,1,66
12,67,"Yes",9,0,61
24,77,"Yes",9,1,67
19,93,"Yes",8,1,72
20,61,"No",9,1,65
30,64,"No",6,3,68
20,100,"Yes",6,3,70
22,71,"Yes",8,1,63
13,99,"No",7,1,69
19,67,"No",10,0,62
24,74,"No",4,1,71
11,90,"Yes",8,1,64
21,86,"No",8,0,69
21,83,"Yes",6,2,71
20,81,"Yes",6,0,63
26,94,"Yes",6,1,72
22,69,"Yes",5,1,66
29,78,"Yes",9,2,69
14,66,"Yes",10,0,60
21,84,"Yes",6,1,68
21,70,"No",6,3,65
14,73,"No",5,2,67
26,79,"Yes",5,0,66
34,61,"Yes",6,1,68
20,64,"Yes",9,0,63
23,87,"Yes",10,1,73
21,77,"Yes",6,1,66
16,95,"Yes",6,2,67
9,88,"Yes",5,2,66
16,60,"No",8,0,60
12,85,"No",8,1,67
30,64,"No",7,3,67
19,91,"Yes",6,0,70
18,100,"No",9,1,69
25,81,"Yes",8,1,68
13,87,"Yes",8,1,67
15,69,"No",8,0,63
20,78,"No",7,2,70
26,94,"No",6,4,71
23,67,"Yes",8,1,67
21,71,"No",8,1,64
20,78,"No",8,0,66
22,88,"Yes",5,1,70
21,75,"Yes",8,1,65
14,97,"Yes",7,2,68
20,64,"Yes",6,3,65
14,75,"No",8,3,65
20,88,"Yes",7,0,69
17,69,"No",10,1,63
35,86,"No",8,2,70
20,67,"Yes",7,1,64
12,62,"Yes",7,1,62
19,65,"Yes",5,1,66
23,97,"Yes",9,2,73
30,82,"Yes",7,3,72
16,92,"Yes",7,0,68
11,73,"No",5,0,62
25,84,"No",8,2,67
12,80,"No",6,1,62
17,98,"No",6,2,72
18,90,"No",7,2,67
20,89,"Yes",6,1,68
24,62,"Yes",6,2,65
16,82,"No",7,0,79
18,79,"No",9,2,66
20,97,"Yes",8,1,68
21,70,"Yes",8,1,65
21,71,"Yes",8,3,67
23,76,"Yes",6,3,67
25,70,"Yes",9,1,67
22,65,"Yes",4,5,68
23,94,"No",8,3,72
11,82,"No",8,1,65
20,94,"No",7,0,65
23,93,"Yes",6,1,70
24,71,"Yes",7,2,67
16,82,"Yes",6,1,68
16,63,"No",8,2,63
17,97,"Yes",8,2,68
23,76,"Yes",8,0,69
26,76,"Yes",8,2,66
18,72,"Yes",8,2,64
25,78,"Yes",8,3,69
21,70,"No",6,1,62
19,75,"Yes",5,0,65
19,92,"Yes",7,1,70
24,93,"Yes",8,1,72
22,72,"No",5,1,66
34,79,"Yes",7,3,70
15,95,"No",9,3,67
23,62,"Yes",7,1,65
17,96,"Yes",9,3,68
15,69,"Yes",9,2,62
20,87,"Yes",7,1,68
21,83,"No",6,2,69
38,82,"No",6,2,72
19,94,"No",7,0,65
13,64,"Yes",5,2,63
22,74,"Yes",5,0,68
8,82,"No",4,1,62
19,92,"Yes",7,0,69
20,69,"No",10,2,65
25,92,"No",4,3,74
26,76,"Yes",7,4,70
17,68,"Yes",7,2,65
19,90,"No",7,3,70
15,64,"Yes",9,0,59
13,81,"Yes",6,1,63
22,63,"Yes",4,0,64
12,74,"Yes",6,0,63
18,84,"No",6,2,67
14,82,"Yes",4,1,65
23,76,"No",7,2,67
31,77,"No",5,2,73
12,69,"Yes",7,2,64
9,78,"No",6,0,65
19,98,"Yes",5,2,72
20,94,"No",8,3,72
21,66,"No",7,2,66
17,61,"Yes",7,1,62
19,97,"No",8,2,68
22,81,"Yes",7,1,67
26,82,"No",7,1,69
8,91,"No",6,1,67
18,73,"No",5,1,63
21,79,"Yes",7,0,65
14,99,"No",6,2,71
30,87,"No",8,1,70
16,66,"Yes",7,5,68
20,65,"Yes",8,0,65
23,68,"Yes",6,4,68
16,91,"Yes",5,2,69
9,72,"Yes",10,1,62
17,61,"Yes",7,2,62
26,98,"No",8,1,72
18,67,"No",5,0,64
15,60,"No",7,0,58
26,69,"No",9,1,66
18,69,"Yes",5,1,64
17,77,"Yes",10,3,68
21,97,"No",7,0,69
25,95,"No",6,1,71
34,78,"Yes",8,1,71
25,76,"Yes",9,0,67
27,82,"Yes",6,2,71
17,70,"Yes",6,2,64
14,62,"Yes",7,0,62
20,98,"No",8,1,70
21,67,"No",7,2,63
14,68,"Yes",8,0,66
19,79,"Yes",8,2,65
22,80,"No",7,1,69
22,61,"Yes",6,1,63
23,66,"No",7,1,64
22,75,"Yes",10,2,66
17,87,"Yes",7,4,67
17,69,"Yes",9,2,66
13,77,"No",6,2,65
31,82,"Yes",7,2,72
20,96,"Yes",8,0,70
19,73,"Yes",9,1,67
14,65,"No",9,4,64
38,80,"No",5,1,72
14,90,"Yes",9,0,65
17,64,"Yes",10,0,62
22,77,"No",6,3,67
24,61,"No",6,0,64
26,61,"No",7,0,63
31,79,"No",7,1,72
23,72,"No",6,1,66
14,94,"Yes",5,0,70
18,84,"Yes",9,0,66
22,78,"No",6,1,70
32,76,"Yes",6,0,67
12,80,"Yes",7,1,64
27,62,"No",5,2,67
21,96,"Yes",5,0,72
25,100,"No",6,1,72
19,67,"Yes",8,2,68
15,65,"Yes",7,1,64
25,66,"Yes",4,1,66
24,86,"No",9,0,68
26,86,"No",8,0,66
20,94,"Yes",7,1,70
16,90,"Yes",7,1,70
11,78,"Yes",8,0,62
25,85,"Yes",10,0,69
23,88,"Yes",8,2,69
14,81,"Yes",7,2,66
17,79,"No",5,4,68
17,86,"No",7,2,71
11,82,"Yes",8,1,64
15,86,"No",7,2,67
13,85,"Yes",6,2,68
18,89,"Yes",8,0,67
16,86,"No",6,1,68
10,81,"Yes",8,5,69
32,87,"Yes",6,0,71
28,78,"Yes",4,3,68
15,70,"No",6,0,65
22,60,"No",7,1,63
23,82,"Yes",8,0,65
27,84,"No",8,3,72
15,99,"Yes",5,2,67
27,74,"No",7,1,69
17,76,"No",6,3,67
12,68,"Yes",6,2,64
24,63,"No",6,0,62
28,91,"No",7,2,71
36,70,"No",10,2,70
13,84,"No",10,1,64
24,88,"Yes",6,0,69
18,79,"Yes",7,1,65
25,95,"Yes",7,2,73
11,78,"Yes",7,2,64
12,71,"Yes",8,2,64
15,96,"Yes",7,3,70
20,94,"Yes",6,2,70
16,67,"No",9,2,64
24,61,"No",5,3,64
26,64,"Yes",7,3,66
24,71,"Yes",5,1,66
30,99,"Yes",5,2,74
22,82,"No",8,2,69
13,75,"Yes",6,1,67
28,96,"No",4,5,73
16,78,"No",6,0,66
25,73,"No",6,2,67
29,98,"Yes",5,3,75
23,94,"Yes",8,2,73
11,94,"No",5,2,67
14,80,"Yes",6,0,65
28,92,"Yes",7,1,71
19,67,"Yes",6,1,63
20,83,"Yes",6,2,68
25,99,"No",6,0,72
24,72,"Yes",5,2,67
22,92,"No",6,1,71
19,80,"No",8,1,67
18,62,"Yes",6,0,66
25,91,"No",7,3,72
23,67,"No",9,2,64
18,85,"No",8,0,68
26,63,"No",5,0,65
19,98,"Yes",8,1,74
15,72,"Yes",9,4,65
15,69,"Yes",6,2,63
14,65,"Yes",5,5,65
18,98,"Yes",6,0,70
27,88,"Yes",7,0,71
15,90,"Yes",8,1,66
21,80,"Yes",6,2,69
16,79,"Yes",4,2,67
18,64,"Yes",5,1,64
11,82,"No",8,2,67
19,70,"Yes",10,1,67
19,99,"No",7,1,70
23,92,"No",9,2,71
21,77,"Yes",5,2,68
13,66,"No",6,1,65
27,91,"No",4,1,70
21,65,"Yes",8,1,64
21,68,"Yes",6,3,67
20,68,"No",8,5,63
17,82,"Yes",6,2,65
21,91,"Yes",10,2,70
23,73,"No",10,1,67
10,63,"No",4,3,60
17,79,"No",8,1,64
18,90,"No",6,1,65
22,69,"No",8,0,64
27,69,"Yes",5,1,67
15,98,"Yes",9,0,71
17,98,"No",9,0,69
17,100,"Yes",5,1,70
15,92,"Yes",7,1,69
18,68,"Yes",7,3,69
25,68,"Yes",8,2,64
14,74,"Yes",7,0,63
23,73,"No",8,3,67
10,98,"No",7,0,66
17,92,"Yes",8,2,69
18,89,"No",5,5,69
30,67,"No",7,2,69
18,96,"Yes",9,1,72
7,93,"Yes",9,1,65
8,67,"Yes",7,0,63
20,95,"No",7,1,69
24,71,"Yes",9,3,69
22,63,"Yes",7,2,64
21,86,"Yes",9,2,69
27,86,"No",7,1,72
17,64,"No",7,1,62
25,73,"Yes",5,1,66
10,100,"No",5,2,65
15,87,"Yes",8,0,69
9,89,"No",10,1,65
18,69,"Yes",7,3,67
20,63,"Yes",7,2,63
21,71,"No",9,2,66
20,70,"No",8,0,61
14,69,"Yes",4,1,64
19,68,"Yes",8,1,64
11,83,"Yes",5,2,65
28,73,"No",7,3,68
18,93,"Yes",6,1,69
17,67,"No",6,0,61
30,79,"No",7,3,72
13,61,"Yes",8,4,61
13,79,"No",7,1,66
13,62,"Yes",9,1,60
20,99,"No",9,1,69
23,92,"No",9,1,72
24,80,"Yes",7,2,69
35,63,"Yes",6,0,71
7,84,"No",7,1,64
24,90,"Yes",9,3,71
17,68,"Yes",9,1,64
16,83,"Yes",4,3,67
16,93,"Yes",7,2,67
15,91,"Yes",4,1,66
30,92,"Yes",7,3,73
25,95,"Yes",6,1,73
20,98,"No",6,0,70
28,76,"Yes",8,5,70
11,83,"Yes",6,0,62
12,92,"Yes",7,1,68
7,88,"Yes",6,0,65
16,100,"Yes",7,2,73
21,61,"Yes",8,1,65
21,74,"Yes",6,0,66
21,71,"Yes",8,3,64
12,70,"No",7,0,63
25,69,"No",7,0,62
21,88,"Yes",6,0,70
24,63,"No",8,3,65
9,90,"Yes",8,0,64
22,88,"No",7,4,70
13,70,"No",7,1,62
18,70,"No",8,5,67
23,85,"No",8,1,66
21,90,"Yes",7,2,74
15,95,"Yes",9,2,69
20,94,"Yes",8,0,70
11,99,"No",10,1,68
27,83,"No",5,3,70
19,96,"Yes",8,3,71
27,92,"Yes",9,2,73
17,96,"No",9,3,69
17,60,"Yes",7,1,61
15,99,"Yes",5,0,68
25,79,"Yes",9,1,66
16,92,"Yes",6,0,67
24,65,"Yes",7,1,64
18,76,"Yes",10,1,67
8,71,"Yes",5,0,61
17,72,"No",8,2,65
13,65,"Yes",6,0,62
20,92,"No",6,0,69
13,60,"No",7,1,61
26,73,"No",8,4,69
19,67,"No",8,1,64
19,84,"No",9,1,65
24,70,"No",6,1,64
26,70,"Yes",5,1,68
20,80,"Yes",6,1,67
15,86,"Yes",8,0,68
9,65,"Yes",7,2,61
16,67,"Yes",4,5,69
16,70,"Yes",4,0,64
21,99,"Yes",7,3,74
18,76,"No",8,1,66
24,84,"No",6,1,68
16,70,"Yes",8,3,65
20,80,"Yes",5,0,66
27,63,"No",7,2,66
22,61,"No",7,3,65
20,79,"No",8,3,67
16,76,"Yes",5,0,65
16,65,"No",5,1,63
15,88,"No",8,1,67
17,100,"Yes",5,2,70
25,76,"Yes",6,0,68
19,85,"Yes",9,1,66
12,99,"Yes",7,3,67
31,93,"No",8,2,72
22,79,"Yes",8,0,68
12,89,"No",8,1,66
17,65,"No",7,0,62
21,80,"Yes",6,1,65
30,71,"No",10,3,67
13,66,"Yes",7,3,62
26,77,"Yes",7,1,66
28,65,"No",8,1,67
16,88,"Yes",6,2,68
18,78,"Yes",6,1,66
14,81,"No",9,0,68
19,66,"No",6,2,62
20,66,"No",8,1,64
24,83,"No",8,1,68
27,99,"Yes",7,2,71
16,64,"No",7,2,63
8,71,"No",8,1,62
20,95,"Yes",7,1,69
22,63,"Yes",4,0,62
21,95,"Yes",9,3,71
18,81,"Yes",6,3,69
21,76,"Yes",7,1,66
29,72,"No",5,0,64
22,72,"No",6,1,65
18,72,"No",6,1,68
17,95,"No",7,1,69
19,89,"Yes",6,2,68
30,87,"Yes",10,3,71
19,92,"No",7,1,66
20,70,"No",8,2,65
17,85,"Yes",7,1,68
27,78,"No",8,0,72
32,91,"Yes",4,3,75
23,72,"Yes",6,2,67
20,86,"No",6,1,67
20,95,"No",6,2,70
6,76,"Yes",8,5,64
24,63,"Yes",8,1,65
21,81,"Yes",7,1,68
23,74,"No",7,1,67
16,87,"Yes",10,1,66
18,98,"No",7,0,69
18,79,"No",4,2,64
26,79,"Yes",8,1,68
18,86,"No",8,5,68
32,64,"Yes",9,1,65
23,70,"Yes",8,0,65
12,97,"Yes",6,1,65
19,87,"No",8,0,67
16,61,"Yes",7,2,63
7,68,"No",9,1,62
30,87,"Yes",9,2,73
24,91,"Yes",7,2,72
23,94,"No",8,5,71
21,72,"No",9,3,67
12,97,"Yes",7,0,66
17,82,"Yes",10,1,68
25,88,"Yes",9,0,70
14,84,"Yes",6,2,66
5,65,"No",7,0,56
19,99,"Yes",8,1,71
19,65,"No",10,2,64
21,70,"No",8,2,65
24,93,"Yes",7,2,70
24,85,"Yes",9,1,70
22,94,"Yes",7,2,71
27,81,"Yes",6,0,70
11,75,"No",8,3,62
23,97,"Yes",6,1,72
24,61,"No",10,0,62
13,94,"Yes",7,2,67
11,69,"Yes",8,0,58
16,94,"Yes",6,3,69
16,66,"No",9,0,60
25,83,"Yes",7,2,72
16,96,"No",7,0,66
15,79,"Yes",7,2,66
16,90,"Yes",5,1,69
27,92,"Yes",7,2,70
20,89,"Yes",8,2,70
19,97,"No",5,0,70
19,78,"Yes",9,2,67
28,67,"Yes",7,2,67
16,62,"No",7,0,59
28,70,"Yes",4,1,67
21,66,"Yes",7,1,65
19,82,"No",5,1,68
35,67,"Yes",6,1,71
14,62,"No",5,2,61
18,61,"Yes",6,0,63
13,93,"Yes",7,1,67
26,84,"No",7,1,69
30,74,"No",8,0,70
30,96,"Yes",4,0,69
27,63,"Yes",7,1,66
19,99,"Yes",7,1,70
18,85,"Yes",6,2,67
10,67,"No",6,0,61
32,87,"Yes",9,2,74
23,91,"Yes",10,1,70
17,77,"Yes",4,0,66
28,94,"Yes",6,1,73
14,66,"Yes",5,1,62
22,71,"Yes",7,2,65
19,64,"No",9,0,62
24,68,"Yes",8,1,64
20,70,"Yes",7,1,63
11,97,"No",7,1,69
20,63,"No",7,3,63
26,77,"Yes",8,1,67
20,81,"No",8,1,65
25,96,"No",8,0,71
14,100,"Yes",4,3,71
20,90,"No",7,0,69
16,99,"Yes",7,2,71
24,91,"Yes",8,1,68
20,99,"Yes",7,2,70
24,88,"Yes",8,0,71
27,63,"Yes",6,1,68
24,76,"No",8,1,69
22,86,"Yes",9,4,71
14,74,"No",5,2,63
20,71,"No",5,4,66
17,83,"No",8,1,67
18,97,"Yes",7,3,71
18,61,"No",9,0,59
14,91,"Yes",7,0,67
8,89,"No",8,2,66
16,99,"Yes",6,1,72
21,97,"No",8,0,70
12,90,"Yes",8,3,68
20,81,"No",6,0,63
31,68,"No",9,3,69
26,82,"No",4,0,67
30,91,"Yes",7,1,75
22,96,"Yes",5,0,67
27,92,"Yes",5,0,74
16,68,"Yes",8,1,66
16,84,"Yes",5,2,65
4,73,"Yes",5,1,60
27,60,"No",8,1,63
29,68,"Yes",5,3,69
17,65,"No",9,1,64
18,94,"Yes",8,1,68
15,70,"No",6,2,63
22,71,"Yes",8,0,65
27,98,"No",4,0,74
10,75,"Yes",8,2,65
22,60,"Yes",5,0,61
18,71,"Yes",6,1,66
21,65,"Yes",6,1,67
23,64,"Yes",9,0,66
19,63,"No",6,4,69
19,84,"Yes",7,2,65
19,68,"No",6,2,65
26,74,"No",6,0,66
23,94,"No",5,2,73
21,77,"Yes",7,2,64
12,97,"Yes",7,0,67
18,80,"Yes",8,0,67
25,76,"Yes",7,3,68
20,90,"Yes",7,2,71
24,63,"Yes",8,0,64
31,64,"Yes",6,1,67
26,86,"No",5,2,68
21,79,"Yes",8,1,67
17,92,"Yes",6,3,70
5,97,"Yes",7,2,64
19,76,"Yes",6,0,63
18,84,"No",6,3,71
22,80,"No",4,1,64
19,99,"No",8,3,70
18,93,"No",4,3,70
9,96,"Yes",9,1,67
14,70,"Yes",9,1,62
23,91,"No",6,2,69
30,71,"No",9,2,69
19,68,"No",10,0,62
22,98,"No",7,1,70
26,61,"Yes",8,2,66
15,99,"No",7,1,69
22,66,"Yes",9,3,65
16,93,"Yes",5,0,66
25,71,"Yes",7,2,69
21,74,"Yes",8,1,66
22,69,"Yes",8,1,65
15,83,"Yes",7,1,66
24,74,"Yes",9,1,63
33,86,"Yes",7,0,72
14,61,"Yes",7,3,62
18,63,"No",8,1,64
21,64,"No",7,2,61
25,77,"Yes",7,0,70
17,93,"No",6,1,67
3,96,"Yes",10,3,66
28,70,"Yes",6,2,66
25,83,"Yes",8,1,68
10,91,"Yes",10,0,67
16,72,"No",5,1,65
29,76,"Yes",8,0,70
29,81,"Yes",7,1,69
26,65,"Yes",10,1,68
19,61,"No",6,0,61
20,66,"Yes",6,0,65
19,85,"No",7,3,71
27,63,"No",6,0,66
15,68,"No",6,0,62
15,74,"No",10,0,61
26,63,"Yes",7,1,67
20,68,"Yes",6,0,66
28,96,"No",6,1,71
16,61,"Yes",8,0,62
20,86,"Yes",8,1,67
14,75,"Yes",6,0,64
20,87,"No",5,2,68
11,84,"Yes",7,3,67
17,69,"Yes",7,1,63
11,94,"No",6,2,70
24,80,"Yes",9,1,67
24,93,"Yes",8,1,71
10,76,"Yes",7,3,62
28,99,"Yes",6,3,75
35,91,"Yes",10,1,72
20,99,"Yes",5,4,73
16,81,"No",6,3,64
37,79,"No",6,1,73
12,90,"Yes",7,2,66
20,95,"No",8,1,69
21,99,"Yes",5,1,70
28,73,"Yes",6,1,70
22,92,"No",8,0,71
17,68,"Yes",6,0,64
14,82,"No",6,7,71
18,67,"Yes",7,1,63
14,74,"Yes",6,2,68
20,97,"No",7,3,71
17,66,"Yes",8,4,65
11,85,"Yes",7,1,66
28,84,"Yes",9,0,72
17,65,"Yes",8,1,65
12,73,"No",7,1,60
19,83,"No",7,2,67
20,67,"No",10,1,65
10,92,"Yes",6,0,64
22,99,"Yes",7,2,72
14,69,"No",6,3,62
30,67,"Yes",8,0,67
23,78,"Yes",10,1,67
18,90,"No",7,4,69
16,71,"Yes",7,1,65
19,61,"No",7,0,62
24,82,"Yes",5,0,69
20,98,"No",7,1,72
19,76,"Yes",10,1,63
20,77,"No",8,1,64
16,99,"Yes",9,1,67
18,88,"No",9,2,70
7,89,"Yes",6,3,64
26,83,"No",10,1,69
22,99,"No",4,2,72
15,88,"Yes",7,4,69
31,96,"Yes",4,3,75
21,88,"No",4,1,67
14,89,"Yes",8,1,67
25,72,"No",6,0,66
22,72,"Yes",9,0,64
22,91,"No",4,2,68
17,72,"Yes",7,1,66
23,83,"No",5,3,69
18,70,"Yes",7,1,65
23,93,"Yes",9,2,70
9,64,"Yes",10,0,57
17,93,"No",8,2,69
30,84,"Yes",5,0,70
15,67,"Yes",5,4,63
16,82,"No",7,1,66
17,71,"Yes",6,3,64
13,73,"No",8,0,65
7,74,"No",10,1,64
19,63,"Yes",6,2,62
21,99,"Yes",6,1,71
20,61,"No",5,1,64
19,86,"Yes",7,1,72
20,75,"No",7,0,64
26,86,"Yes",7,2,71
19,74,"Yes",8,5,68
17,87,"Yes",8,3,68
18,89,"No",7,2,68
23,88,"No",7,3,69
28,65,"Yes",7,1,67
16,86,"No",7,0,66
21,71,"Yes",6,1,65
22,61,"No",5,0,63
14,77,"No",7,1,62
20,77,"No",6,1,67
11,79,"Yes",8,2,65
9,88,"Yes",7,1,66
22,72,"No",7,2,66
18,73,"Yes",8,0,64
21,62,"Yes",5,5,67
20,87,"No",10,2,67
14,83,"No",4,1,61
20,74,"Yes",9,1,66
13,88,"Yes",7,2,66
28,81,"Yes",6,1,67
12,79,"No",5,1,64
19,80,"No",6,1,64
14,85,"No",7,2,67
23,86,"No",7,2,68
18,72,"No",9,2,64
17,66,"Yes",7,0,63
25,66,"Yes",7,2,68
20,86,"No",8,2,64
23,95,"Yes",7,2,70
14,76,"No",7,3,64
12,67,"No",7,0,59
21,90,"Yes",8,4,71
18,93,"Yes",6,3,67
24,95,"Yes",6,3,73
20,84,"No",8,3,66
21,94,"No",5,2,73
10,61,"Yes",7,1,62
31,64,"No",6,1,69
19,64,"No",8,3,66
24,89,"Yes",9,1,68
15,63,"Yes",6,4,65
22,80,"Yes",8,1,67
12,79,"Yes",7,2,64
23,72,"Yes",6,0,67
18,95,"Yes",7,3,66
20,67,"No",9,1,68
24,74,"Yes",7,3,68
13,91,"Yes",9,1,64
16,61,"Yes",7,2,63
23,87,"No",5,2,72
33,93,"No",7,1,75
19,97,"No",5,2,71
24,95,"No",7,2,71
19,73,"Yes",6,4,66
32,83,"Yes",10,3,71
10,63,"No",9,0,61
21,70,"Yes",7,1,65
10,64,"No",9,1,58
5,73,"Yes",6,1,62
22,95,"No",5,2,69
21,74,"Yes",8,1,65
18,82,"Yes",8,3,69
19,77,"Yes",6,1,68
39,78,"No",6,0,70
18,99,"Yes",8,4,72
23,72,"Yes",4,3,66
16,85,"Yes",8,2,68
22,77,"Yes",7,2,67
19,62,"Yes",8,1,61
18,80,"Yes",8,1,64
31,93,"No",6,3,74
27,64,"No",5,1,64
21,63,"Yes",9,2,64
6,66,"Yes",7,2,61
18,91,"Yes",7,3,71
36,89,"Yes",8,2,72
19,83,"No",6,0,68
27,79,"Yes",8,2,69
29,96,"No",8,2,74
21,91,"Yes",9,3,70
15,92,"Yes",9,1,69
5,93,"No",7,2,64
24,86,"Yes",8,2,71
15,78,"Yes",7,0,65
21,95,"Yes",7,0,71
13,97,"Yes",5,1,71
18,61,"Yes",7,5,66
20,62,"No",4,1,64
22,98,"No",7,0,70
13,71,"No",9,1,61
27,95,"Yes",8,1,71
16,76,"No",7,0,65
10,65,"No",7,0,59
19,63,"Yes",6,3,63
20,66,"Yes",6,1,64
21,70,"No",8,0,63
28,80,"No",5,1,70
19,88,"Yes",5,1,70
19,99,"Yes",8,1,72
13,78,"No",7,0,65
25,81,"Yes",7,3,71
21,81,"Yes",7,3,70
17,82,"No",10,1,66
9,81,"Yes",7,2,64
29,60,"No",7,0,64
13,60,"No",10,1,59
16,64,"Yes",7,5,65
22,64,"Yes",10,1,66
13,88,"Yes",4,1,67
11,68,"Yes",5,1,62
7,96,"No",6,1,65
24,97,"Yes",8,3,73
17,99,"No",10,1,70
38,98,"No",6,2,75
14,71,"Yes",8,0,66
14,80,"No",10,1,65
17,67,"No",9,1,64
21,92,"No",6,2,70
17,96,"Yes",8,0,71
24,94,"No",8,0,68
14,77,"Yes",6,1,64
12,90,"No",8,2,67
9,64,"Yes",6,6,65
7,62,"Yes",7,3,62
17,90,"Yes",5,1,68
18,77,"Yes",4,1,66
16,100,"Yes",7,1,69
27,64,"Yes",7,3,68
27,94,"No",5,0,71
18,79,"Yes",8,3,68
9,93,"Yes",7,0,64
17,93,"No",8,0,66
16,97,"Yes",8,0,70
16,72,"No",9,1,60
16,98,"Yes",8,0,69
16,66,"Yes",7,1,65
18,63,"Yes",7,1,66
16,77,"No",10,1,64
21,93,"No",8,0,71
22,79,"No",7,0,66
15,93,"Yes",7,0,66
28,89,"No",6,1,68
14,68,"No",5,1,63
10,98,"Yes",10,1,66
22,62,"No",8,0,61
15,96,"No",5,4,70
22,72,"Yes",7,5,68
6,80,"Yes",9,5,65
28,77,"No",6,0,69
24,67,"Yes",6,0,67
11,74,"No",8,0,62
11,68,"Yes",8,2,61
30,68,"Yes",6,1,70
16,67,"Yes",6,0,65
15,80,"No",8,1,65
6,92,"Yes",5,1,66
18,83,"Yes",6,1,66
19,96,"Yes",7,1,69
24,85,"No",8,1,70
12,88,"No",6,1,63
